accountNumber,bankCode
"48566135","0045"
"90686544","0042"
"66490249","0003"
"38876108","0022"
"24496051","0053"
"11412054","0089"
"28669714","0076"
"32406782","0013"
"07039522","0045"
"65323370","0063"
"32995251","0016"
"59720756","0069"
"53454172","0013"
"38837064","0138"
"90881883","0062"
"20167439","0076"
"44220894","1015"
"95833125","0053"
"47601571","0064"
"09004966","0007"
"44677044","0010"
"45839822","0059"
"98857392","0021"
"55434599","0059"
"72422683","0036"
"63721441","0023"
"26342110","0048"
"11036294","0076"
"68973935","0003"
"09153634","0078"
"11204802","0022"
"94465239","0050"
"09819450","0070"
"68735437","0016"
"52950203","0023"
"11044357","0062"
"80238835","0010"
"40074561","0065"
"84406395","0079"
"68720925","0006"
"23655189","0018"
"00793470","0002"
"00975238","0005"
"22323874","0069"
"00502217","0070"
"72180629","0097"
"43062060","0042"
"24162453","0066"
"01070954","0005"
"01233374","0048"
"36679370","0055"
"58452810","0050"
"16258937","0055"
"13124049","0010"
"95817774","0001"
"72750839","0042"
"96978079","0022"
"50501831","0036"
"23020031","0068"
"56473667","0059"
"02133022","0051"
"65847495","0064"
"72373120","0011"
"56576768","0006"
"18929032","0078"
"38015368","0036"
"42963219","0013"
"18990061","0074"
"15686180","0036"
"55873291","0050"
"18082331","0059"
"10746579","0074"
"01863474","0074"
"19964977","0036"
"59889928","0051"
"44720818","0022"
"50458252","0056"
"61076153","0064"
"39891701","0061"
"02774158","0006"
"01770975","0010"
"64245095","0050"
"53203535","0011"
"96137951","0078"
"73362563","0007"
"24867125","0050"
"40694607","0002"
"49398351","0022"
"89858644","0048"
"22788737","0017"
"86433842","0019"
"11588287","0048"
"60773215","0023"
"26648514","0019"
"10076813","0138"
"19930368","0055"
"94699413","0056"
"29451671","0076"
"29186171","0053"
"40264981","0007"
"12600227","0070"
"38936809","0051"
"17605268","0001"
"17127187","0011"
"20612381","0064"
"93242163","0043"
"69280520","0006"
"07061597","0007"
"28508178","0007"
"09711525","0019"
"23057875","0019"
"17614897","0069"
"00305851","0035"
"17595049","0054"
"82986288","0018"
"31340155","0035"
"05430828","0018"
"93496000","0022"
"48658984","0021"
"93791389","0138"
"76063127","0043"
"10579738","0019"
"60148596","0054"
"31006023","0018"
"91892771","0075"
"89368770","0006"
"46658555","0045"
"63908503","0063"
"24401683","0018"
"69636842","0138"
"86818954","0061"
"02889494","0011"
"31719470","0017"
"31172263","0075"
"88996012","0020"
"85200538","0016"
"30650213","0078"
"57445773","0061"
"25162220","0012"
"83636566","0016"
"42037625","0051"
"61375273","0018"
"46587600","0089"
"06401242","0053"
"87162889","0066"
"05953827","1015"
"70207221","0010"
"91775980","0074"
"16123724","0007"
"67986180","0068"
"82749932","0065"
"91614404","0035"
"40451041","1015"
"07058610","0051"
"44518930","0069"
"56459603","0022"
"26143056","0032"
"29432570","0078"
"02412439","0005"
"89786683","0017"
"07380508","0066"
"34536250","0076"
"17275341","0059"
"96385240","0068"
"11244484","0048"
"90841085","0079"
"25510912","0021"
"94693894","0001"
"87121165","0002"
"34061382","0062"
"68531053","0001"
"71322106","0053"
"57512280","0012"
"94626059","0035"
"89287761","0051"
"40742810","0065"
"57708817","0079"
"57265890","0070"
"06482554","0012"
"33057632","0070"
"26834918","0045"
"29164973","0055"
"45777889","0042"
"94313902","0022"
"07653478","0016"
"92882901","0043"
"36808069","0050"
"01668556","0045"
"69392649","0010"
"60960660","0007"
"01664590","0016"
"72771081","0074"
"15573380","0075"
"96473554","0013"
"08172131","0035"
"17226852","0017"
"90803326","0045"
"02710945","0007"
"11717365","0023"
"06465737","0036"
"19280007","1015"
"57693684","0007"
"14208848","0138"
"41223603","0032"
"18611522","0089"
"06482722","0036"
"86646064","0010"
"12165882","0010"
"43339077","0138"
"21354225","0066"
"16168445","0075"
"45223189","0016"
"84771987","0019"
"15298023","0079"
"66307463","0097"
"23970839","0019"
"67045768","0018"
"57664124","0075"
"58176428","0035"
"94410292","0054"
"46171182","0069"
"17068298","0042"
"10349208","0036"
"50604442","0097"
"94244960","0021"
"22617191","0023"
"84660386","0045"
"70569214","0003"
"11950342","0097"
"18465585","0062"
"20876425","0048"
"77103202","0007"
"07497994","0138"
"07426011","0062"
"01247809","0061"
"78647253","0019"
"72184534","0003"
"23699579","0065"
"40031270","0056"
"84792621","0053"
"05727785","0075"
"49782031","0007"
"77981457","0089"
"57204999","0042"
"95131014","0045"
"40442616","0055"
"56846275","0011"
"50540638","0006"
"84668690","0021"
"12058809","0011"
"63195681","0062"
"81196808","0010"
"02708264","0055"
"36853969","0006"
"09478130","0061"
"25604003","0063"
"83923643","0017"
"77881995","0011"
"67766294","0050"
"80053671","0059"
"35644309","0010"
"98463512","0018"
"92720585","0089"
"57298286","0017"
"57614573","0078"
"09015029","0075"
"15333412","0013"
"09287477","0079"
"24082111","0064"
"27488757","0011"
"62644030","0050"
"24544897","0089"
"27997996","0065"
"72808877","0001"
"57132798","0074"
"31965935","0064"
"17256663","0003"
"60024099","0021"
"01024006","0059"
"88124597","0059"
"54272479","0010"
"64338096","0078"
"40571107","0045"
"95617934","0042"
"96394116","0051"
"11949763","0003"
"59762326","0019"
"22964388","0064"
"24278298","0097"
"26199815","0043"
"75509427","0051"
"24889707","0076"
"26490077","0001"
"55620219","0051"
"19827713","0070"
"74925860","0010"
"25246263","0061"
"94602065","0042"
"50010334","0076"
"04754350","1015"
"88285075","0010"
"75959455","1015"
"20515688","0076"
"66287884","0065"
"34716711","0054"
"39661323","0065"
"04516484","0053"
"09164894","0021"
"77129334","0054"
"96991183","0056"
"72435974","0051"
"46911071","0010"
"53756109","0036"
"43020503","0051"
"36700038","0079"
"99008620","0001"
"03259018","0078"
"55313134","0036"
"61804449","0007"
"99885709","0061"
"59968446","0012"
"10975084","0079"
"31826754","0056"
"28191938","0017"
"02529140","0022"
"66808124","0016"
"84392552","0078"
"77881475","0010"
"51919601","0078"
"06599572","0075"
"62390124","0042"
"91606420","0023"
"91269505","0078"
"35205305","0003"
"51395802","0021"
"10271281","0054"
"34837699","0050"
"06326182","0005"
"89451627","0011"
"06305858","0045"
"38082462","0006"
"47004801","0066"
"71515391","0043"
"24270903","0079"
"77597698","0068"
"05050173","0001"
"60340529","0011"
"44935567","0022"
"49024087","0017"
"30693601","0056"
"03186011","0075"
"59237883","0013"
"83203655","0006"
"44589820","0019"
"64714350","0007"
"05806992","0017"
"68475605","0051"
"18898320","0005"
"16054867","0089"
"84904231","0043"
"07200433","0001"
"60115963","0050"
"93329632","0078"
"11564955","0078"
"37024164","0006"
"43414288","0023"
"20227824","0017"
"35590687","0003"
"87619510","0045"
"74802863","0021"
"12670411","0042"
"15128239","0020"
"00182043","0056"
"91585098","0062"
"05623695","0065"
"29506054","0002"
"93412720","0054"
"48220645","0054"
"93940673","0069"
"99296520","0074"
"90991665","0036"
"44443468","0066"
"21101160","0068"
"79487391","0013"
"73064406","0045"
"59940657","0055"
"10065186","0053"
"59525720","0056"
"48491700","0006"
"45002910","0066"
"40786789","0003"
"52947648","0050"
"80417182","0019"
"08158562","0061"
"08912328","0007"
"81352238","0018"
"67093443","0019"
"65746453","0016"
"29188947","0050"
"17795187","0032"
"03823796","0089"
"87746894","0001"
"84676824","0012"
"34964991","0019"
"86420471","0056"
"29214566","0011"
"45628177","0005"
"55899403","0050"
"49588041","0078"
"09611499","0063"
"17061387","0097"
"22054003","0019"
"00805344","0048"
"52999738","0074"
"29921392","0013"
"84477107","0061"
"55806405","0013"
"24311282","0007"
"00969083","0002"
"36571434","0002"
"67113238","0065"
"22361980","0070"
"04919647","0016"
"62362062","0059"
"76317809","0011"
"82172130","0055"
"04474349","0056"
"64402161","0036"
"44114928","0064"
"87980140","0076"
"16027627","0063"
"41561366","0051"
"25633208","0043"
"56322330","0075"
"52393057","0019"
"50386472","0016"
"47379467","1015"
"27234588","0063"
"92995463","0005"
"93818976","0020"
"65477177","0019"
"98596980","0011"
"22108448","0019"
"92712814","0054"
"84035596","0043"
"78687766","0043"
"38737852","0074"
"40571846","0045"
"96778446","0043"
"41962211","0020"
"61760971","0035"
"55421052","0045"
"71629815","0043"
"36773806","0035"
"80402275","1015"
"13437195","0076"
"77036024","0051"
"10618659","0042"
"10057029","0022"
"69631838","0022"
"37589612","1015"
"15241103","0074"
"90279141","0059"
"55909764","0016"
"55980884","0074"
"30955143","0062"
"84347119","0054"
"93178585","0036"
"96239194","0006"
"53354785","0045"
"35743025","0056"
"69707960","0019"
"28850831","0050"
"36833245","0059"
"51105284","0059"
"79544986","1015"
"59614319","0013"
"50252256","0074"
"06032215","0013"
"84659651","0010"
"71002728","0065"
"94943834","0022"
"73174219","0005"
"39630923","0054"
"09705639","0053"
"17575318","0056"
"82987833","0036"
"17938560","0054"
"60624648","0055"
"59431285","0006"
"44837517","0032"
"08257219","0036"
"49231342","0017"
"09271750","0070"
"01413311","1015"
"11409269","0061"
"44958274","0070"
"38118252","0003"
"08054056","0074"
"19700716","0056"
"72998101","0007"
"08085614","0051"
"88303475","0068"
"78508499","0045"
"75791725","0070"
"72205769","0066"
"87623184","0012"
"52463647","0063"
"50642529","0001"
"48534864","0050"
"59856667","0069"
"85667932","0042"
"49629376","0032"
"79609402","0074"
"46397562","0048"
"97050968","0005"
"28268092","0062"
"79389582","0097"
"35024776","0069"
"21057293","0138"
"43273157","0036"
"15181998","0048"
"31556664","0055"
"79770625","0048"
"00596795","0075"
"88322614","0045"
"76722954","1015"
"70057419","0019"
"20486253","0075"
"94050750","0079"
"26001713","0005"
"38298152","0064"
"35169754","0043"
"65836556","0138"
"08698915","0089"
"19164653","0050"
"42255477","0070"
"71283039","0013"
"42825695","0050"
"52108550","0063"
"53389501","0045"
"20321209","0036"
"64431110","0079"
"25751424","0056"
"59526124","0005"
"87829564","0020"
"28354509","0021"
"81868089","0013"
"41082138","0063"
"00405405","0050"
"40427731","0020"
"51940479","0043"
"69297685","0097"
"77936621","0013"
"60874674","0068"
"47825749","0074"
"95836237","0056"
"02441576","0020"
"34459826","0022"
"74826734","0003"
"07095608","0022"
"51848518","0089"
"19193016","0006"
"93799270","0002"
"80601333","0013"
"46825783","0065"
"87031652","0043"
"93352038","0062"
"47843877","0064"
"47663118","0064"
"75175772","0019"
"74626679","0032"
"33748029","0056"
"19762582","0043"
"29359521","0089"
"55374632","0055"
"41122072","0045"
"51552093","0059"
"52140557","0007"
"31536279","0068"
"69112866","0036"
"10874877","0013"
"82314213","0012"
"61722976","0042"
"75930324","0048"
"28987804","0012"
"11576537","0097"
"42667651","0048"
"95635503","0056"
"96969323","0051"
"88092054","0050"
"10657596","0002"
"31289335","0089"
"15216873","0021"
"12721357","0017"
"39321902","0097"
"20210084","0048"
"85067828","0007"
"47048104","0013"
"80144299","0076"
"96840112","0003"
"11387818","0062"
"68707253","0064"
"53806583","0069"
"22207658","0007"
"67068461","0063"
"69880796","0053"
"16903105","0001"
"24339848","0065"
"54982436","0010"
"51825888","0017"
"04618670","0019"
"96886193","0076"
"86853900","0017"
"21011666","0076"
"95877854","0002"
"29317588","0005"
"08868199","0061"
"30314736","0070"
"31803629","0076"
"78723505","0006"
"38877198","0032"
"32621059","0043"
"33202595","0003"
"03203682","0056"
"98413302","0054"
"94738562","0075"
"16416662","0069"
"43320688","0045"
"98522972","0042"
"93420799","0054"
"08569028","0097"
"19955234","0042"
"37309144","1015"
"16356063","0012"
"09516826","0020"
"71150278","0018"
"90624533","0018"
"92729139","0001"
"14802346","0066"
"53235146","0068"
"37141010","0051"
"88732006","0079"
"36366433","0070"
"18098187","0048"
"61009818","0066"
"08684324","0063"
"50970180","0138"
"25460649","0069"
"28932057","0036"
"41245976","0055"
"51091510","0021"
"45450467","0056"
"46451284","0005"
"91830534","0005"
"43043978","0064"
"84061147","0051"
"89548957","0050"
"99238644","0022"
"22907127","0075"
"83794224","0138"
"46074499","0056"
"78727400","0020"
"17755743","0138"
"45611235","0054"
"04109648","0063"
"26458020","0020"
"60381835","0054"
"31825040","0042"
"47869225","0097"
"33386264","0097"
"80576391","0016"
"97552229","0053"
"90303377","0010"
"46482185","0035"
"60183278","0050"
"89128724","0035"
"70950959","0065"
"46621323","0005"
"53288576","0035"
"49336731","0005"
"85253736","0053"
"06410920","0011"
"36810780","0042"
"56305608","0036"
"75592015","0061"
"38258547","0019"
"88873588","0010"
"29795065","0007"
"53405337","0036"
"54652683","0076"
"42684361","0070"
"66211786","0056"
"68772522","0045"
"26058446","0006"
"38586857","0070"
"76368744","0048"
"88951886","0066"
